Data;tipoOperazione(pubblicazione);idAnnuncio;idAbitazione;M2;prezzoM2Proposto
2010_10_02;catasto;6084;ETIR;50;2351
2010_10_02;catasto;7355;EBGJ;150;6143
2010_10_02;catasto;7442;CORT;120;6590
2010_10_02;catasto;7983;CHHV;90;3597
2010_10_02;catasto;9536;ECHC;180;3192
2010_10_02;rimozione;203
2010_10_02;rimozione;581
2010_10_02;rimozione;885
2010_10_02;rimozione;1635
2010_10_02;rimozione;1753
2010_10_03;catasto;97;EIRT;120;8968
2010_10_03;catasto;1427;BOYR;150;5000
2010_10_03;catasto;3294;CGLC;200;3830
2010_10_03;catasto;4364;DYMC;100;9283
2010_10_03;catasto;4956;AOMR;150;10171
2010_10_03;catasto;5743;CIYG;180;5169
2010_10_03;catasto;5956;CDIV;90;6298
2010_10_03;pubblicazione;1964;DASM;300;1581
2010_10_03;rimozione;180
2010_10_03;rimozione;329
2010_10_03;rimozione;423
2010_10_03;rimozione;695
2010_10_03;rimozione;1574
2010_10_03;rimozione;1922
2010_10_04;catasto;532;DWVB;200;4566
2010_10_04;catasto;1906;CCBS;100;6203
2010_10_04;catasto;2675;ALAM;300;5243
2010_10_04;catasto;3369;GDMK;180;1238
2010_10_04;catasto;4548;GABV;50;4945
2010_10_04;catasto;6316;BIWW;50;8101
2010_10_04;catasto;6894;CCSS;150;1199
2010_10_04;catasto;8437;BYDV;90;5985
2010_10_04;catasto;8517;FOBU;180;7704
2010_10_04;catasto;8709;EHWO;50;6515
2010_10_04;catasto;8936;CVQA;200;6714
2010_10_04;rimozione;7
2010_10_04;rimozione;235
2010_10_04;rimozione;903
2010_10_04;rimozione;1479
2010_10_05;catasto;602;CRKP;300;5465
2010_10_05;catasto;3802;AEJT;50;1466
2010_10_05;catasto;4591;EMXE;120;1677
2010_10_05;catasto;4922;DRNY;100;1718
2010_10_05;catasto;5316;FWPN;50;1928
2010_10_05;catasto;5850;AFVH;120;5545
2010_10_05;catasto;6993;ESPD;90;5586
2010_10_05;catasto;9274;BVYN;120;8075
2010_10_05;pubblicazione;399;FQAM;90;9409
2010_10_05;rimozione;348
2010_10_05;rimozione;377
2010_10_05;rimozione;614
2010_10_05;rimozione;889
2010_10_05;rimozione;969
2010_10_05;rimozione;1245
2010_10_05;rimozione;1248
2010_10_05;rimozione;1303
2010_10_05;rimozione;1666
2010_10_06;catasto;262;AWPV;300;3554
2010_10_06;catasto;431;DBXI;120;5513
2010_10_06;catasto;1555;GIMS;50;7923
2010_10_06;catasto;1687;FUSD;50;4894
2010_10_06;catasto;1999;DFWU;50;3763
2010_10_06;catasto;2133;AIGW;50;3340
2010_10_06;catasto;2542;FWBY;150;8158
2010_10_06;catasto;2913;DSOX;90;7624
2010_10_06;catasto;4288;FIMY;300;5043
2010_10_06;catasto;9966;EVGP;90;7602
2010_10_06;catasto;9979;FINT;50;4155
2010_10_06;pubblicazione;1105;FVHB;100;6343
2010_10_06;rimozione;249
2010_10_06;rimozione;1285
2010_10_06;rimozione;1447
2010_10_06;rimozione;1579
2010_10_06;rimozione;1805
2010_10_06;rimozione;1899
2010_10_07;catasto;583;BTSU;100;3940
2010_10_07;catasto;1539;DQJT;180;5064
2010_10_07;catasto;1807;ENUR;100;6581
2010_10_07;catasto;2487;CWSB;100;5205
2010_10_07;catasto;2660;DWEK;120;7001
2010_10_07;catasto;3094;FUHH;200;5663
2010_10_07;catasto;3216;DJUB;120;2512
2010_10_07;catasto;3744;DUOM;300;3496
2010_10_07;catasto;5609;BULS;50;9551
2010_10_07;catasto;5725;EXEF;180;4145
2010_10_07;catasto;5848;AOKR;100;9055
2010_10_07;catasto;9680;AMFU;300;3736
2010_10_07;catasto;9909;EHBI;150;9501
2010_10_07;catasto;9937;FSDE;50;5124
2010_10_07;rimozione;192
2010_10_07;rimozione;231
2010_10_07;rimozione;663
2010_10_07;rimozione;1158
2010_10_07;rimozione;1204
2010_10_07;rimozione;1205
2010_10_07;rimozione;1212
2010_10_07;rimozione;1507
2010_10_07;rimozione;1848
2010_10_08;catasto;2468;BCJR;200;4692
2010_10_08;catasto;2622;EPLF;180;3545
2010_10_08;catasto;3303;ETRS;180;10721
2010_10_08;catasto;3632;DTUE;50;8408
2010_10_08;catasto;3899;AKSV;200;3319
2010_10_08;catasto;7937;CUIM;100;5292
2010_10_08;catasto;9294;APWC;180;6975
2010_10_08;pubblicazione;666;CFAF;180;3761
2010_10_08;pubblicazione;877;AOYV;150;3092
2010_10_08;pubblicazione;1424;FKCN;200;3575
2010_10_08;rimozione;721
2010_10_08;rimozione;968
2010_10_08;rimozione;1287
2010_10_08;rimozione;1786
2010_10_09;catasto;3342;FFFE;100;3763
2010_10_09;catasto;4875;AJBP;50;8391
2010_10_09;catasto;6846;CHSG;100;4087
2010_10_09;catasto;8957;GFFJ;200;7667
2010_10_09;catasto;9144;DTHA;100;7011
2010_10_09;catasto;9431;CRKU;150;9107
2010_10_09;pubblicazione;230;BTCL;300;8089
2010_10_09;rimozione;118
2010_10_09;rimozione;923
2010_10_10;catasto;2133;CYXA;300;8682
2010_10_10;catasto;3046;GBKJ;90;6467
2010_10_10;catasto;3479;ATVI;100;3670
2010_10_10;catasto;6441;FYAA;200;3537
2010_10_10;catasto;6575;CRHP;50;6047
2010_10_10;catasto;9343;BHKK;200;1190
2010_10_10;pubblicazione;184;CWUD;100;6437
2010_10_10;pubblicazione;1840;FOLT;100;5244
2010_10_10;rimozione;338
2010_10_10;rimozione;1105
2010_10_10;rimozione;1562
2010_10_10;rimozione;1903
2010_10_11;catasto;359;GGCC;120;1469
2010_10_11;catasto;2445;CRQT;180;9068
2010_10_11;catasto;3351;EQLL;150;1828
2010_10_11;catasto;3484;CUSG;180;2074
2010_10_11;catasto;5404;DPAV;50;1418
2010_10_11;catasto;5669;GJGE;50;11214
2010_10_11;catasto;6487;GGLN;180;1238
2010_10_11;catasto;7349;CNHD;180;3402
2010_10_11;catasto;7459;CAIG;300;8496
2010_10_11;catasto;7572;AKQY;180;9762
2010_10_11;catasto;8095;BRSC;150;5687
2010_10_11;catasto;8347;BYRU;90;8255
2010_10_11;catasto;8375;EXBO;100;8015
2010_10_11;catasto;8476;DEHY;300;5905
2010_10_11;catasto;9455;GJRM;150;7430
2010_10_11;catasto;9495;DQOK;50;9183
2010_10_11;pubblicazione;565;GBNV;180;3758
2010_10_11;rimozione;259
2010_10_11;rimozione;671
2010_10_11;rimozione;742
2010_10_11;rimozione;833
2010_10_11;rimozione;1720
2010_10_11;rimozione;1773
2010_10_11;rimozione;1819
2010_10_12;catasto;999;DXDC;200;4734
2010_10_12;catasto;2210;AXXL;120;6971
2010_10_12;catasto;2457;EKSU;100;4531
2010_10_12;catasto;2995;BUFW;200;9959
2010_10_12;catasto;3952;CYNY;100;5533
2010_10_12;catasto;3968;DGEB;200;2616
2010_10_12;catasto;3983;FXAR;100;3188
2010_10_12;catasto;5277;GGSS;90;8322
2010_10_12;catasto;5848;DJWA;90;4596
2010_10_12;catasto;6008;ATDY;100;2466
2010_10_12;catasto;6291;AEPF;150;10458
2010_10_12;catasto;7241;ANHK;150;7017
2010_10_12;pubblicazione;55;GBLM;120;3488
2010_10_12;rimozione;199
2010_10_12;rimozione;689
2010_10_12;rimozione;1294
2010_10_13;catasto;222;DPSX;200;8067
2010_10_13;catasto;534;EBGR;120;5587
2010_10_13;catasto;2684;DSVB;120;9708
2010_10_13;catasto;2813;CPIY;100;2824
2010_10_13;catasto;3409;CTPU;150;2961
2010_10_13;catasto;4876;DRNX;100;4743
2010_10_13;catasto;5128;EIVT;100;6924
2010_10_13;catasto;6501;EMQY;150;9238
2010_10_13;catasto;6901;FPFF;150;8734
2010_10_13;catasto;7264;CWCY;100;3344
2010_10_13;catasto;7777;CNRQ;120;8242
2010_10_13;catasto;8301;CLGU;150;1188
2010_10_13;catasto;9209;DEQG;90;1858
2010_10_13;pubblicazione;651;FEON;100;1705
2010_10_13;rimozione;362
2010_10_13;rimozione;942
2010_10_13;rimozione;1029
2010_10_13;rimozione;1226
2010_10_13;rimozione;1605
2010_10_14;catasto;205;DTOR;150;3131
2010_10_14;catasto;256;GINO;200;5594
2010_10_14;catasto;468;AREL;180;2366
2010_10_14;catasto;2431;CLXY;50;3381
2010_10_14;catasto;3220;BNVM;50;7096
2010_10_14;catasto;3468;AWKP;90;5645
2010_10_14;catasto;3757;ERQU;150;10036
2010_10_14;catasto;3807;AMEF;180;3325
2010_10_14;catasto;5631;FKAI;150;8215
2010_10_14;catasto;5945;DQFG;200;1811
2010_10_14;catasto;9181;DDWF;120;8690
2010_10_14;rimozione;236
2010_10_14;rimozione;599
2010_10_14;rimozione;1376
2010_10_15;catasto;84;CRHE;200;7358
2010_10_15;catasto;236;DUAR;50;3235
2010_10_15;catasto;566;BCBF;100;7493
2010_10_15;catasto;644;CWKC;300;3935
2010_10_15;catasto;2586;CXVD;200;2504
2010_10_15;catasto;3343;GBOB;300;2698
2010_10_15;catasto;3619;EEWN;180;4587
2010_10_15;catasto;3691;EOCE;100;9566
2010_10_15;catasto;4878;BDEO;90;4366
2010_10_15;catasto;4907;FALX;200;4431
2010_10_15;catasto;5134;CYWV;50;3730
2010_10_15;catasto;5400;BKWB;100;5765
2010_10_15;catasto;6152;ERHB;180;9289
2010_10_15;catasto;7426;APKV;50;2688
2010_10_15;catasto;7629;AFXS;200;5965
2010_10_15;catasto;8005;AJHY;200;2382
2010_10_15;catasto;9286;FTSD;200;2340
2010_10_15;rimozione;505
2010_10_15;rimozione;861
2010_10_15;rimozione;1141
2010_10_16;catasto;379;DACK;180;3482
2010_10_16;catasto;1986;BXYL;200;6298
2010_10_16;catasto;6246;FRLY;90;2835
2010_10_16;catasto;6625;CFJQ;100;1008
2010_10_16;catasto;7441;BRGO;300;11311
2010_10_16;catasto;9440;GDGV;50;4185
2010_10_16;pubblicazione;1503;DXVO;300;7933
2010_10_16;rimozione;474
2010_10_16;rimozione;739
2010_10_17;catasto;3276;CGDE;50;3411
2010_10_17;catasto;6199;AMOP;180;2391
2010_10_17;catasto;6748;FYCK;150;4705
2010_10_17;catasto;8268;ALTD;50;11503
2010_10_17;catasto;8704;AEUB;300;7828
2010_10_17;catasto;8852;CYVP;150;4177
2010_10_17;rimozione;55
2010_10_17;rimozione;223
2010_10_17;rimozione;400
2010_10_17;rimozione;565
2010_10_17;rimozione;1301
2010_10_17;rimozione;1798
2010_10_18;catasto;268;CPRF;50;4582
2010_10_18;catasto;311;CRFP;180;9693
2010_10_18;catasto;865;COEG;150;2696
2010_10_18;catasto;1545;FEDR;180;3962
2010_10_18;catasto;2033;GJUN;120;8673
2010_10_18;catasto;2657;BSLN;100;7925
2010_10_18;catasto;3513;GJPH;120;2693
2010_10_18;catasto;3808;GANR;100;8103
2010_10_18;catasto;4303;AWEF;90;9683
2010_10_18;catasto;4751;BXWO;90;2259
2010_10_18;catasto;5652;AALL;200;4355
2010_10_18;catasto;6006;AKAL;50;8290
2010_10_18;catasto;7881;CPSW;100;7195
2010_10_18;catasto;8708;FVVR;90;3174
2010_10_18;rimozione;287
2010_10_18;rimozione;867
2010_10_18;rimozione;1360
2010_10_18;rimozione;1563
2010_10_18;rimozione;1670
2010_10_19;catasto;407;GHVK;100;9639
2010_10_19;catasto;718;CEUS;100;4892
2010_10_19;catasto;797;BPJP;50;7426
2010_10_19;catasto;2300;CKMF;200;3470
2010_10_19;catasto;3230;AFYT;50;9645
2010_10_19;catasto;3316;EHNK;90;1572
2010_10_19;catasto;3519;BMVY;180;6549
2010_10_19;catasto;4033;DAEP;300;5122
2010_10_19;catasto;4579;EXMU;300;8242
2010_10_19;catasto;5816;FTCP;50;6446
2010_10_19;catasto;5887;AHWT;120;6489
2010_10_19;catasto;6104;DRJO;180;6039
2010_10_19;catasto;6274;EHCK;150;4778
2010_10_19;catasto;6320;DKBD;150;2499
2010_10_19;catasto;8156;AYBH;50;1658
2010_10_19;catasto;8854;AJHT;50;9440
2010_10_19;pubblicazione;496;FECN;200;2764
2010_10_19;rimozione;79
2010_10_19;rimozione;104
2010_10_19;rimozione;399
2010_10_19;rimozione;459
2010_10_19;rimozione;686
2010_10_19;rimozione;955
2010_10_19;rimozione;1235
2010_10_20;catasto;1278;DUAY;120;7350
2010_10_20;catasto;1423;EOKO;300;8217
2010_10_20;catasto;2968;ABWW;180;3117
2010_10_20;catasto;3102;FBBE;120;5737
2010_10_20;catasto;3353;AASW;90;1259
2010_10_20;catasto;3683;BTMI;50;10637
2010_10_20;catasto;4161;GHKA;90;2735
2010_10_20;catasto;4575;ALMG;120;4309
2010_10_20;catasto;5481;DPEF;100;2346
2010_10_20;catasto;6066;BWAA;50;6794
2010_10_20;catasto;6619;GERS;180;2302
2010_10_20;catasto;6936;FDTX;100;2454
2010_10_20;catasto;9160;DBQR;50;6604
2010_10_20;pubblicazione;795;EDQN;120;7378
2010_10_20;pubblicazione;836;GIGI;200;3350
2010_10_20;rimozione;178
2010_10_20;rimozione;190
2010_10_20;rimozione;297
2010_10_20;rimozione;523
2010_10_20;rimozione;1131
2010_10_20;rimozione;1282
2010_10_21;catasto;1474;EBLO;150;5833
2010_10_21;catasto;1743;BKMB;90;3272
2010_10_21;catasto;1842;CRAQ;180;3954
2010_10_21;catasto;4122;CNQG;50;7471
2010_10_21;catasto;5777;DNHA;90;3301
2010_10_21;catasto;7505;CYFT;180;7798
2010_10_21;catasto;7569;BJDQ;180;1200
2010_10_21;catasto;9985;CYOD;200;4890
2010_10_21;rimozione;657
2010_10_21;rimozione;658
2010_10_21;rimozione;1589
2010_10_21;rimozione;1649
2010_10_22;catasto;15;DVIK;300;6483
2010_10_22;catasto;151;EXOY;120;10191
2010_10_22;catasto;247;CFSE;90;7598
2010_10_22;catasto;656;BIDT;300;5092
2010_10_22;catasto;812;EIUX;100;7649
2010_10_22;catasto;1614;AHXJ;90;1405
2010_10_22;catasto;2967;FQIJ;180;1013
2010_10_22;catasto;4658;AJGQ;90;1476
2010_10_22;catasto;5129;AKGM;180;5365
2010_10_22;catasto;6101;FKPD;90;1508
2010_10_22;catasto;8802;CVTS;120;11272
2010_10_22;catasto;9128;FFVP;300;6435
2010_10_22;pubblicazione;1770;CCBH;150;1369
2010_10_22;rimozione;1085
2010_10_22;rimozione;1175
2010_10_22;rimozione;1330
2010_10_22;rimozione;1976
2010_10_23;catasto;971;BHEO;300;8412
2010_10_23;catasto;1112;EQNO;90;5887
2010_10_23;catasto;4258;FQLG;300;1285
2010_10_23;catasto;6133;AOBX;100;11453
2010_10_23;catasto;6660;BODW;180;8107
2010_10_23;catasto;8865;FXKX;300;7178
2010_10_23;catasto;9982;BLLC;200;8880
2010_10_23;rimozione;363
2010_10_23;rimozione;642
2010_10_23;rimozione;1069
2010_10_23;rimozione;1342
2010_10_23;rimozione;1945
2010_10_23;rimozione;1964
2010_10_24;catasto;492;FTDG;200;6897
2010_10_24;catasto;999;DIST;90;7800
2010_10_24;catasto;3922;BWHR;50;4178
2010_10_24;catasto;4176;FIEE;50;8522
2010_10_24;catasto;5895;CDEG;50;3140
2010_10_24;catasto;6603;CKBE;200;8207
2010_10_24;catasto;9359;FGSM;180;2665
2010_10_24;catasto;9424;ABEF;100;1899
2010_10_24;rimozione;863
2010_10_24;rimozione;937
2010_10_24;rimozione;1274
2010_10_24;rimozione;1758
2010_10_24;rimozione;1783
2010_10_24;rimozione;1845
2010_10_25;catasto;411;BURN;120;5380
2010_10_25;catasto;1584;EAKA;120;8121
2010_10_25;catasto;2339;GCWH;180;7071
2010_10_25;catasto;4665;EHSP;200;8181
2010_10_25;catasto;5081;CDRL;180;6397
2010_10_25;catasto;5444;AFCU;200;3275
2010_10_25;catasto;5835;EFTI;50;5119
2010_10_25;catasto;5853;AYWW;180;3732
2010_10_25;catasto;7598;AIGL;50;3976
2010_10_25;catasto;8642;DMXM;120;8044
2010_10_25;catasto;9219;CLFF;100;3853
2010_10_25;catasto;9463;GHIH;120;8469
2010_10_25;rimozione;77
2010_10_25;rimozione;284
2010_10_25;rimozione;452
2010_10_25;rimozione;476
2010_10_25;rimozione;572
2010_10_25;rimozione;1251
2010_10_25;rimozione;1785
2010_10_25;rimozione;1891
2010_10_26;catasto;827;APTG;50;10016
2010_10_26;catasto;3673;DASM;300;1897
2010_10_26;catasto;4558;ELNJ;50;7330
2010_10_26;catasto;4620;BRYP;90;4126
2010_10_26;catasto;4976;EVHD;90;7036
2010_10_26;catasto;5931;BXOX;300;3733
2010_10_26;catasto;6849;AKKW;100;1505
2010_10_26;catasto;7220;BWSF;100;5198
2010_10_26;catasto;9654;BMDD;300;6745
2010_10_26;pubblicazione;527;BFHN;300;5392
2010_10_26;pubblicazione;1017;GCCS;120;2623
2010_10_26;pubblicazione;1187;EVYS;50;6299
2010_10_26;rimozione;211
2010_10_26;rimozione;258
2010_10_26;rimozione;537
2010_10_26;rimozione;752
2010_10_26;rimozione;901
2010_10_27;catasto;928;BYOT;150;5471
2010_10_27;catasto;3572;FPGR;180;2343
2010_10_27;catasto;3802;AAOY;90;5196
2010_10_27;catasto;5351;EASE;50;10244
2010_10_27;catasto;5441;CNME;180;2736
2010_10_27;catasto;7715;DSNJ;300;7506
2010_10_27;catasto;8436;ESIX;200;8700
2010_10_27;catasto;8603;CJMQ;300;2003
2010_10_27;pubblicazione;700;BPKQ;150;3449
2010_10_27;pubblicazione;1445;DFPA;120;5841
2010_10_27;rimozione;309
2010_10_27;rimozione;342
2010_10_27;rimozione;354
2010_10_27;rimozione;1459
2010_10_28;catasto;229;CYEC;300;9227
2010_10_28;catasto;2145;EUXJ;90;7337
2010_10_28;catasto;3192;BIFU;200;5031
2010_10_28;catasto;3684;DAUY;90;4757
2010_10_28;catasto;3824;EAHV;180;9699
2010_10_28;catasto;3885;FIEB;180;2912
2010_10_28;catasto;4475;BLXB;180;1068
2010_10_28;catasto;7254;DGJQ;200;10570
2010_10_28;catasto;7292;EKVJ;50;6665
2010_10_28;rimozione;317
2010_10_29;catasto;302;FPLT;200;2001
2010_10_29;catasto;1760;ABAD;120;11788
2010_10_29;catasto;2619;AIQC;150;6380
2010_10_29;catasto;3796;EMDT;180;5322
2010_10_29;catasto;4379;CUWK;180;7148
2010_10_29;catasto;4626;ACGN;90;1830
2010_10_29;catasto;4650;GJFV;100;3525
2010_10_29;catasto;5829;DAMX;120;3508
2010_10_29;catasto;9286;BUQS;180;7958
2010_10_29;catasto;9815;DUDN;180;8798
2010_10_29;rimozione;13
2010_10_29;rimozione;218
2010_10_29;rimozione;836
2010_10_29;rimozione;877
2010_10_29;rimozione;1480
2010_10_29;rimozione;1669
2010_10_30;catasto;623;COFE;300;985
2010_10_30;catasto;1095;FYST;120;8672
2010_10_30;catasto;1931;EDKL;200;2502
2010_10_30;catasto;5091;FNYL;180;1341
2010_10_30;catasto;5376;DACP;180;8078
2010_10_30;catasto;6989;EFWF;120;7390
2010_10_30;catasto;9577;FCQP;200;5385
2010_10_30;rimozione;290
2010_10_30;rimozione;439
2010_10_30;rimozione;605
2010_10_30;rimozione;670
2010_10_30;rimozione;760
2010_10_30;rimozione;1021
2010_10_30;rimozione;1060
2010_10_30;rimozione;1425
2010_10_30;rimozione;1793
2010_10_31;catasto;1073;EBJR;200;9654
2010_10_31;catasto;1198;EGRC;300;5004
2010_10_31;catasto;2449;BLUF;90;8340
2010_10_31;catasto;5069;BVFC;180;2331
2010_10_31;catasto;5318;DVKP;150;8899
2010_10_31;catasto;5741;ABID;150;3658
2010_10_31;catasto;7127;BIUR;120;8490
2010_10_31;catasto;7508;ESBC;150;1512
2010_10_31;catasto;8160;GDJK;300;2119
2010_10_31;catasto;8699;AGGO;120;5055
2010_10_31;catasto;9001;ENTH;180;6435
2010_11_01;catasto;733;FMIK;200;8268
2010_11_01;catasto;3553;ACHO;180;3878
2010_11_01;catasto;3777;DJFG;150;6956
2010_11_01;catasto;3981;FCBY;90;1991
2010_11_01;catasto;6149;EMDS;150;7814
2010_11_01;catasto;6783;DOPE;90;4067
2010_11_01;catasto;7997;EVVI;300;8157
2010_11_01;catasto;8403;APKJ;100;1622
2010_11_01;catasto;9168;BVNF;150;8813
2010_11_01;rimozione;666
2010_11_01;rimozione;988
2010_11_01;rimozione;1453
2010_11_01;rimozione;1750
2010_11_02;catasto;698;CUAO;200;3954
2010_11_02;catasto;782;CHPI;90;5049
2010_11_02;catasto;852;CLND;180;7439
2010_11_02;catasto;1408;DJTC;200;6551
2010_11_02;catasto;1435;FQNT;180;9314
2010_11_02;catasto;1455;CXFE;90;3144
2010_11_02;catasto;2330;DLWJ;90;6939
2010_11_02;catasto;3606;CEWD;300;7208
2010_11_02;catasto;4365;GJUJ;50;2715
2010_11_02;catasto;6196;GGXI;50;5207
2010_11_02;catasto;6299;DHHF;200;3916
2010_11_02;catasto;8716;CFOR;100;7582
2010_11_02;catasto;9221;BJKL;90;10366
2010_11_02;catasto;9990;BYWW;180;2611
2010_11_02;pubblicazione;1875;BANP;180;1365
2010_11_02;rimozione;93
2010_11_02;rimozione;130
2010_11_02;rimozione;358
2010_11_02;rimozione;475
2010_11_02;rimozione;932
2010_11_02;rimozione;995
2010_11_02;rimozione;1659
2010_11_02;rimozione;1930
2010_11_03;catasto;1320;DQOX;90;8321
2010_11_03;catasto;3772;FJHL;180;9184
2010_11_03;catasto;4757;GEON;200;1210
2010_11_03;catasto;5006;EAHP;300;6438
2010_11_03;catasto;5462;EPFA;300;4962
2010_11_03;catasto;5633;AOYV;150;3308
2010_11_03;catasto;7493;GJIF;120;1832
2010_11_03;catasto;8751;BMFN;150;7176
2010_11_03;rimozione;1150
2010_11_03;rimozione;1886
2010_11_04;catasto;1015;ABUQ;50;2624
2010_11_04;catasto;3299;CYPQ;120;10763
2010_11_04;catasto;3888;DHUF;200;7784
2010_11_04;catasto;4194;CYQP;50;8575
2010_11_04;catasto;5306;DYSA;90;5687
2010_11_04;catasto;6324;CMAV;100;6656
2010_11_04;catasto;9570;ECWD;150;1236
2010_11_04;catasto;9815;DYFP;50;7421
2010_11_04;pubblicazione;1099;CALK;150;4754
2010_11_04;rimozione;527
2010_11_04;rimozione;623
2010_11_04;rimozione;787
2010_11_04;rimozione;1298
2010_11_04;rimozione;1440
2010_11_04;rimozione;1597
2010_11_04;rimozione;1837
2010_11_05;catasto;166;GALW;200;3345
2010_11_05;catasto;281;FQAM;90;10161
2010_11_05;catasto;1436;CDII;100;9000
2010_11_05;catasto;1564;BHQR;150;8233
2010_11_05;catasto;3911;BSXB;300;9580
2010_11_05;catasto;4588;ARVH;180;1573
2010_11_05;catasto;5129;AELD;120;1709
2010_11_05;catasto;5912;CFAF;180;3911
2010_11_05;catasto;6426;EILF;200;3600
2010_11_05;catasto;7141;DKCJ;50;10795
2010_11_05;catasto;7747;AKOP;120;5607
2010_11_05;rimozione;585
2010_11_05;rimozione;600
2010_11_05;rimozione;1067
2010_11_06;catasto;1109;AUNS;200;5115
2010_11_06;catasto;2026;FSNX;100;4542
2010_11_06;catasto;3635;EAKL;90;5152
2010_11_06;catasto;4435;DSRD;50;2053
2010_11_06;catasto;6057;CKWM;200;6964
2010_11_06;catasto;8100;FPMD;200;2445
2010_11_06;catasto;8106;BQXM;300;4716
2010_11_06;catasto;8592;DPKW;120;8531
2010_11_06;catasto;9490;CRUD;300;6063
2010_11_06;pubblicazione;1265;ADEG;300;3187
2010_11_06;rimozione;700
2010_11_06;rimozione;783
2010_11_06;rimozione;1502
2010_11_07;catasto;21;CGHC;180;5027
2010_11_07;catasto;54;FDVE;200;5729
2010_11_07;catasto;525;ADMI;50;3800
2010_11_07;catasto;1858;CBYF;200;4832
2010_11_07;catasto;2647;AEKL;150;5394
2010_11_07;catasto;3507;CYGD;180;5508
2010_11_07;catasto;4633;AGAC;50;4336
2010_11_07;catasto;5043;AVXO;100;3894
2010_11_07;catasto;7314;EOTS;150;5738
2010_11_07;catasto;7343;DMHY;180;1500
2010_11_07;rimozione;878
2010_11_07;rimozione;1698
2010_11_07;rimozione;1733
2010_11_07;rimozione;1896
2010_11_08;catasto;2805;ARRB;50;4865
2010_11_08;catasto;6073;EQWI;100;5328
2010_11_08;catasto;6191;DKHP;180;8290
2010_11_08;catasto;8028;AMVO;200;5605
2010_11_08;catasto;8124;EQNW;300;10750
2010_11_08;catasto;8275;CBSY;90;8355
2010_11_08;rimozione;87
2010_11_08;rimozione;176
2010_11_08;rimozione;1046
2010_11_08;rimozione;1321
2010_11_08;rimozione;1771
2010_11_09;catasto;2748;CSFQ;50;2654
2010_11_09;catasto;3176;AKDX;120;5303
2010_11_09;catasto;3951;BEKF;90;1618
2010_11_09;catasto;4630;EMHW;100;6124
2010_11_09;catasto;6794;BBTK;120;9727
2010_11_09;catasto;6830;DKWB;180;7352
2010_11_09;catasto;6873;EHYL;100;5141
2010_11_09;catasto;9040;BDVQ;200;11520
2010_11_09;pubblicazione;513;BBDH;50;3776
2010_11_09;rimozione;23
2010_11_09;rimozione;88
2010_11_09;rimozione;385
2010_11_09;rimozione;542
2010_11_09;rimozione;645
2010_11_09;rimozione;1070
2010_11_09;rimozione;1129
2010_11_09;rimozione;1445
2010_11_09;rimozione;1474
2010_11_09;rimozione;1756
2010_11_10;catasto;130;BQXQ;180;7347
2010_11_10;catasto;3218;AXTX;150;7865
2010_11_10;catasto;3611;GGLB;180;3475
2010_11_10;catasto;4837;BVML;100;3713
2010_11_10;catasto;6189;FQIN;50;2939
2010_11_10;catasto;7722;BWGV;100;6483
2010_11_10;rimozione;336
2010_11_10;rimozione;394
2010_11_10;rimozione;618
2010_11_10;rimozione;1909
2010_11_11;catasto;222;EFEC;90;7664
2010_11_11;catasto;1181;ADEO;50;2922
2010_11_11;catasto;3845;BBKA;180;6181
2010_11_11;catasto;5204;EHGT;100;3138
2010_11_11;catasto;6454;DDUN;50;7029
2010_11_11;catasto;8057;BQEK;200;6598
2010_11_11;catasto;8465;ASTY;50;8811
2010_11_11;catasto;9105;CPTJ;100;4994
2010_11_11;catasto;9926;EQWC;180;5417
2010_11_11;rimozione;141
2010_11_12;catasto;683;EPGX;150;2387
2010_11_12;catasto;932;AQEW;180;1380
2010_11_12;catasto;1060;GIYS;100;3136
2010_11_12;catasto;1647;DEPV;150;3564
2010_11_12;catasto;2523;BLWP;50;6973
2010_11_12;catasto;3652;BKSG;300;9067
2010_11_12;catasto;3778;BTNI;300;2457
2010_11_12;catasto;3793;BPKQ;150;3897
2010_11_12;catasto;5940;FGVM;300;3279
2010_11_12;catasto;6502;BVAK;200;5572
2010_11_12;catasto;7708;DQHP;150;9256
2010_11_12;catasto;9371;ESJN;50;7801
2010_11_12;pubblicazione;291;AOUP;100;9714
2010_11_12;rimozione;312
2010_11_12;rimozione;643
2010_11_12;rimozione;1795
2010_11_12;rimozione;1919
2010_11_12;rimozione;1924
2010_11_13;catasto;107;AUDK;180;2896
2010_11_13;catasto;674;EXOO;120;5423
2010_11_13;catasto;694;AENK;200;10151
2010_11_13;catasto;3317;BCXD;100;6188
2010_11_13;catasto;3668;EQCQ;90;4886
2010_11_13;catasto;3969;AWOP;100;8856
2010_11_13;catasto;4449;CFAQ;120;11422
2010_11_13;catasto;4500;AUHS;50;7622
2010_11_13;catasto;5028;ECSU;120;1065
2010_11_13;catasto;6173;DGUF;90;7892
2010_11_13;catasto;7534;BVBI;90;2924
2010_11_13;pubblicazione;800;EATD;300;9737
2010_11_13;rimozione;1293
2010_11_13;rimozione;1302
2010_11_13;rimozione;1503
2010_11_13;rimozione;1853
2010_11_13;rimozione;1940
2010_11_14;catasto;528;AFNY;150;10032
2010_11_14;catasto;815;EXKL;120;7098
2010_11_14;catasto;2248;EMHJ;100;5857
2010_11_14;catasto;3096;CIWY;90;3880
2010_11_14;catasto;5978;ERMI;100;9295
